Michael 30,The Tracks Tavern and Grill,09/23/2021 12:08:02
Item,Item Code,Item Description,Quantity,Unit Price,Total Sales Amount
SHOT Tullamore Dew,3327,,56.0000,3.7857142857143,212
PINT Spotted Cow,3140,,54.0000,3.6111111111111,195
SHOT Seagrams VO,3325,,52.0000,2.1923076923077,114
DBL RAIL Vodka,3455,,48.0000,5.2083333333333,250
PINT Stein,3141,,43.0000,3.3837209302326,145.5
SHOT Cazadores Blanco,3481,,34.0000,3.1764705882353,108
PINT Schlitz,3139,,31.0000,2.8064516129032,87
PINT LKFT Hazy Rabbit,3348,,28.0000,4.0714285714286,114
SHOT Fernet,3507,,24.0000,3.1666666666667,76
 SHOT Crown Royal,3529,,23.0000,4,92
Skyy Cherry BOMB,3370,,21.0000,4,84
BTL Miller High Life,3122,,21.0000,3.0952380952381,65
Cocktail of the Week,3250,,18.0000,2.8888888888889,52
HH PINT Angry Orchard,3352,,17.0000,4.0588235294118,69
DBL RAIL Whiskey,3459,,17.0000,4.7941176470588,81.5
DBL Skyy Raspb,3668,,17.0000,7,119
DBL RAIL Rum,3457,,16.0000,4.25,68
SHOT of the WEEK,3254,,15.0000,2,30
CAN PBR 16oz,3129,,14.0000,4,56
Skyy Raspberry,3302,,13.0000,4,52
DBL RAIL Gin,3453,,13.0000,4.1923076923077,54.5
DBL Titos,3654,,13.0000,8,104
HH PINT LKFT Oktoberfest,3697,,13.0000,3.9230769230769,51
SHOT Jack Daniels,3527,,13.0000,3.6923076923077,48
DBL RAIL Tequila,3461,,11.0000,5.2272727272727,57.5
DBL Jack Daniels,3526,,11.0000,7.2727272727273,80
BTL Miller Lite,3391,,11.0000,3.25,35.75
PINT LKFT IPA,3136,,11.0000,3.2727272727273,36
PINT Beer of the Week,3356,,10.0000,2.7,27
SHOT Jack Ds Honey,3533,,10.0000,4,40
Skyy Raspberry BOMB,3369,,9.0000,1.7777777777778,16
DBL Captain Morgan,3496,,9.0000,8,72
PINT Miller High Life,3137,,9.0000,3,27
CAN Press Blk/Hyb,3130,,8.0000,5,40
CAN Press Pom/Gin,3131,,8.0000,5,40
PINT Moon Man,3349,,8.0000,3.5625,28.5
BTL Corona,3117,,7.0000,4.5,31.5
BTL Bud Light,3114,,6.0000,4.5,27
CAN Press GF/CAR,3133,,6.0000,4.1666666666667,25
SHOT Jager Bomb,3274,,6.0000,5,30
PIT Miller High Life,3142,,6.0000,11,66
PIT Spotted Cow,3145,,6.0000,15,90
Skyy Peach BOMB,3367,,6.0000,4,24
DBL Seagrams 7,3594,,6.0000,7,42
SHOT Fireball,3584,,5.0000,4,20
DBL Bulleit Bourbon,3587,,5.0000,8,40
SHOT Bulleit Bourbon,3588,,5.0000,4,20
SHOT Jim Beam,3531,,5.0000,4,20
Tullamore Dew,3537,,5.0000,5,25
SHOT Skyy Peach,3665,,5.0000,3,15
RAIL Gin,3341,,5.0000,3.5,17.5
DBL Meyers Dark,3504,,5.0000,6,30
Bloody Mary,3199,,5.0000,7.6,38
BTL Blue Moon,3113,,5.0000,4.5,22.5
CAN Coors Light,3116,,4.0000,0,0
PIT Miller Lite,3143,,4.0000,11,44
SHOT Jameson,3317,,4.0000,3,12
RAIL Vodka,3339,,4.0000,3.5,14
DBL Tanqueray,3488,,4.0000,8,32
SHOT Bulleit Rye,3590,,4.0000,4,16
DBL Jim Beam,3530,,3.0000,7,21
Skyy Orange BOMB,3372,,3.0000,4,12
DBL RAIL Brandy,3448,,3.0000,5.1666666666667,15.5
SHOT Captain Morgan,3497,,3.0000,4,12
DBL of the WEEK,3251,,3.0000,5,15
SHOT Rumpleminz,3242,,3.0000,0,0
PIT Schlitz,3144,,2.0000,11,22
Irish Coffee,3202,,2.0000,7,14
Long Island,3204,,2.0000,8,16
SHOT Jagermeister,3234,,2.0000,4,8
BTL Modelo Especial,3124,,2.0000,4.5,9
BTL MGD,3121,,2.0000,3.25,6.5
DBL Jose Cuervo,3474,,2.0000,6,12
DBL Crown Royal,3528,,2.0000,8,16
SHOT Makers Mark,3535,,2.0000,4,8
DBL J. Walker Black,3605,,2.0000,11,22
DBL Jameson,3538,,2.0000,8,16
DBL Skyy,3662,,2.0000,7,14
BTL Hop Refresher,3703,,2.0000,4.5,9
SHOT Campari,3549,,1.0000,3,3
SHOT Skyy Raspb,3669,,1.0000,3,3
DBL J. Walker Red,3607,,1.0000,11,11
SHOT Wild Turkey 101,3616,,1.0000,4,4
DBL Tullamore Dew,3536,,1.0000,8,8
DBL Jack D Honey,3532,,1.0000,8,8
SHOT Patron XO,3477,,1.0000,0,0
DBL Cazadores Reposado,3478,,1.0000,7,7
DBL Cazadores Blanco,3480,,1.0000,8,8
SHOT RAIL Tequila,3462,,1.0000,3,3
DBL Bombay Sapphire,3486,,1.0000,9,9
SHOT Meyers Dark,3505,,1.0000,3,3
DBL Korbel,3452,,1.0000,7,7
SHOT RAIL Vodka,3456,,1.0000,3,3
Skyy Ginger BOMB,3371,,1.0000,4,4
PINT Guinness,3350,,1.0000,5,5
CAN Press Lime,3132,,1.0000,5,5
BTL Eastside Dark,3118,,1.0000,5,5
BTL LH Milk Stout,3119,,1.0000,6,6
BTL Budweiser,3115,,1.0000,4.5,4.5
Makers Mark,3322,,1.0000,5,5
Cuervo Gold,3282,,1.0000,5,5
